date_store,mod_weighted_file,random_mod_weighted_file
26,0.3907869282594804,"[0.07121235241749516, 0.060745567577451254, 0.06226493957036086, 0.06158966312906769, 0.06209612046003757, 0.05618745159872246, 0.06699187465941295, 0.06209612046003757, 0.06294021601165403, 0.06260257779100745]"
27,0.3794641333934091,"[0.05879015639421148, 0.06601133852847196, 0.06547643614815635, 0.06841839923989212, 0.06868585043004993, 0.06547643614815635, 0.06908702721528662, 0.06173211948594717, 0.06226702186626279, 0.07122663673654897]"
28,0.36013174635887196,"[0.06790810344360983, 0.06779186492216378, 0.06930296570096191, 0.0629098470214315, 0.06500214040745962, 0.06128250772118736, 0.06732691083637975, 0.06360727815010754, 0.06686195675059577, 0.06918672717951586]"
3-01,0.34996823675711025,"[0.06452170974498238, 0.06540373841091403, 0.0647422169114653, 0.0647422169114653, 0.057355226834287745, 0.057575734000770665, 0.062096130913670375, 0.05911928416615107, 0.062206384496911835, 0.060773087914772886]"
3-02,0.3629167313437014,"[0.0640130960292179, 0.06773175987482927, 0.06196141942474273, 0.06478247475589613, 0.06042266197138632, 0.06516716411923526, 0.06632123220925254, 0.06503893433145555, 0.0640130960292179, 0.06568008327035402]"
3-03,0.3822724450306362,"[0.06749398176647459, 0.06412886679171295, 0.06693312927068099, 0.07170037548492667, 0.06903632612990704, 0.06497014553540337, 0.0660918505269906, 0.07170037548492667, 0.05515522685901528, 0.07226122798072024]"
3-04,0.361814663238781,"[0.06925948179471064, 0.06955877098288873, 0.05983187236710119, 0.07030699395333392, 0.057437558861676646, 0.0650694331602176, 0.0650694331602176, 0.06985806017106677, 0.06432121018977241, 0.06596730072475185]"
3-05,0.36894162688551496,"[0.0751841851437221, 0.06531856173838102, 0.06378768914100053, 0.06940088866472904, 0.06718962824629057, 0.06565875564891008, 0.07297292472528358, 0.058344586572536494, 0.07161214908316757, 0.06174652567782654]"
3-06,0.40344731287607655,"[0.07572061780244266, 0.06256370668634789, 0.072431390023419, 0.07945837664224231, 0.06510538269741165, 0.07452453497370681, 0.07557110744885068, 0.06585293446537158, 0.07123530719468307, 0.06839461047643536]"
3-07,0.3676445381711071,"[0.06735862518138457, 0.06890410080150665, 0.05638574827851771, 0.06890410080150665, 0.06241310319699388, 0.06967683861156769, 0.06334038856906708, 0.06071308001485955, 0.05607665315449327, 0.06442222150315256]"
3-08,0.37005541127410296,"[0.06898710437866754, 0.07173880395781931, 0.06785405161078145, 0.07238626268232565, 0.06704472820514856, 0.05992268223557912, 0.0579803060620602, 0.07060575118993331, 0.06315997585811073, 0.06057014096008542]"
3-09,0.3551286421556693,"[0.06756107458810173, 0.0637772908043179, 0.06720071422774135, 0.060714227741254845, 0.06323675026377737, 0.0695430565700837, 0.06359711062413773, 0.06305657008359719, 0.06756107458810173, 0.06035386738089449]"
3-10,0.3754414697394521,"[0.07821170330816474, 0.07516987821310772, 0.0725625995602017, 0.06713076903331414, 0.06343712427503057, 0.07104168701267319, 0.06539258326471009, 0.06300257783287955, 0.06886895480191813, 0.06452349038040814]"
3-11,0.3652821335792574,"[0.06594906178639742, 0.062418265395655925, 0.07085294566242722, 0.07006832424226245, 0.061437488620449954, 0.07320680992292156, 0.062418265395655925, 0.06928370282209767, 0.06359519752590309, 0.06712599391664459]"
