1000018877009596416	1006632492214947840	1
1000018877009596416	796354948023939072	1
1000061496	3121591703	1
1000119041460236288	629334187	1
1000138698032320512	1423386582304886784	1
1001997313	3121591703	1
1002742410	1437460740621938694	1
1002794902458073088	3121591703	1
1003190775948173312	1437460740621938694	1
1003920326626086912	1006632492214947840	1
1004438275208212480	1321958449165553671	1
1004874680	318713537	1
1006028442	133790890	1
1006071437168390144	3121591703	1
1006406222164185088	1437460740621938694	1
1006493750	1297440859265339392	1
1006802661742653440	629334187	1
1008459450661949440	1437460740621938694	1
1008739810339639296	714481631113953280	1
1008739810339639296	766333323966906369	1
1008981710489489408	1437460740621938694	1
1010545074072117248	392686268	1
1012295892718751744	187102080	1
1012718378	1045271971100012544	1
1013954305	232534560	1
1014795610485088256	987756923129876481	1
1014859808632197120	629334187	1
1015440260	430169858	1
1015881252912627712	318713537	1
1017371210	1437460740621938694	1
1018035015463194624	130837695	1
1018035015463194624	2213170646	1
1018369089625034752	1437460740621938694	1
1018464735543615488	766333323966906369	1
1018941902866059264	629334187	1
1020303953974759424	372746176	1
1023124394158288896	1437460740621938694	1
1023124394158288896	761634173782294530	1
1024050070881271808	318713537	1
1025397335298334720	1437460740621938694	1
1025657582185271296	766333323966906369	1
1026363265	1027214104661028864	1
1026550179137298432	326150500	1
1027881188386635776	1312170565491458049	1
1029307293928771584	96944940	1
1029413098959130624	1876212612	1
1029690445788590080	1437460740621938694	1
1030140920593833984	1437460740621938694	1
1030394606	1437460740621938694	1
1031910165761671168	987756923129876481	1
1032209514513293312	1437460740621938694	1
1032724552412012544	1437460740621938694	1
1032927450236440576	1006632492214947840	1
1032957709514158080	766333323966906369	1
103303397	575550577	1
103375121	318713537	1
1033842842286866432	629334187	1
1034446975	1437460740621938694	1
1034891730	1417503189943922693	1
1035239332691562496	326150500	1
1035698683	59702888	1
1036341262012620800	1437460740621938694	1
1037076323599114240	1297440859265339392	1
1037076323599114240	1437460740621938694	1
1037083278820483072	1437460740621938694	1
1037394888	1437460740621938694	1
1038117661	1045271971100012544	1
1038124587341570048	1437460740621938694	1
1038257431	1437460740621938694	1
1039144271096569856	1045271971100012544	1
1039806678672322560	1045271971100012544	1
1040575717875085312	1437460740621938694	1
1042394779	629334187	1
1042691054	1250166694338801666	1
1042906497129361408	629334187	1
1043472860	313204597	1
1047208479117758464	1006632492214947840	1
1048863997	419441999	1
1049037912283734016	318713537	1
1050393979777441792	1437460740621938694	1
1051158772738154496	1437460740621938694	1
105176830	894567745655902209	1
1051904650897698816	835684763302309888	1
1052306374661689344	1045271971100012544	1
1053369393550450688	318713537	1
1054322659243237376	1437460740621938694	1
1055054525285982208	326150500	1
105538883	1297440859265339392	1
1055494906133839872	766333323966906369	1
1055892264780787712	3121591703	1
1056178343207452672	187102080	1
1056454514	629334187	1
1056598950969597952	1431564954788839425	1
1057392953566617600	1297440859265339392	1
1057392953566617600	1367203155440771082	1
1057735056175841280	1437460740621938694	1
1058871258413174784	318713537	1
1058871258413174784	766333323966906369	1
