Out-degree strong,Betweeness strong
4,0.00011020559550733723
33,0.009849742938037157
1,0.0
9,2.5992783110043042e-06
12,0.0018766965564814785
47,0.00015432489555769195
2,0.0
10,0.00569732483586498
60,3.426729686479513e-05
2,0.001016276178903121
3,1.0600554996818405e-05
4,0.0
15,0.000607164772253447
10,0.0006568186234245472
