Out-degree weak,Betweeness weak
0,3.0340087449794958e-05
4,7.225216087066091e-06
0,1.2489804696375117e-06
10,4.236851349577831e-06
4,3.2091974494448134e-09
14,1.5415607655527872e-05
22,5.767579651724348e-05
1,0.0
0,0.0
0,4.810946184887426e-06
0,0.0
0,4.2522834341581634e-07
3,1.5626518362527286e-08
22,0.00012387409284320144
0,0.0
0,1.7092398416347475e-05
4,4.330040076224054e-08
5,2.1007246836813282e-06
14,0.00023910872369996394
3,4.259750901138125e-07
27,0.00013558982784306448
50,0.00017474472052601305
0,0.0
2,1.3487799069120593e-07
34,8.902309866206955e-05
35,0.0001392040900820942
1,3.2020369639085154e-08
1,0.0
7,7.487969504636366e-05
0,2.0014690079224804e-06
100,0.0005122437281704232
3,2.3055243996983122e-07
0,0.0
299,0.004129649092913209
43,9.433260042801969e-05
4,5.695896076804729e-09
4,0.00015920186707205829
1,0.0
3,2.1722460640178436e-05
36,0.00028194822091235933
2,5.306728902401943e-05
0,0.0
3,3.72188134580532e-07
10,1.0264445314740704e-07
26,0.00012888038181128127
35,2.8649314791082052e-05
0,2.5637619271213416e-05
54,0.00012213382314661846
2,5.2207402396315415e-08
7,7.638942596539288e-07
4,3.808922340179807e-06
13,9.186699232052779e-06
3,4.184883427060818e-08
0,0.0
1,0.0
2,5.306728902401943e-05
12,5.766254185303061e-05
84,0.00042049156183805974
26,8.398123693379244e-06
4,4.650807579554402e-05
26,2.3268665888378933e-05
0,0.00017272725907850254
0,1.1273934036019616e-07
83,0.0011866083815662881
7,2.439754756165296e-07
1,0.0
36,0.0003159372363187997
21,9.950456868813413e-05
3,1.1368195108215026e-06
183,0.0008805781741554798
1,0.0
0,5.1363757699654785e-05
17,0.0002228045469526703
2,5.306728902401943e-05
27,6.638958363195183e-05
3,5.574758886665903e-07
0,0.0
88,0.0009145191694707668
3,6.263554811052029e-07
37,0.00024323365086506763
2,1.9727862754296485e-07
0,0.0
13,0.00013255035300176394
0,0.0
9,5.962713314410149e-05
16,6.528056286314814e-05
19,6.360096427679704e-06
4,3.3823152829733346e-07
26,0.00012903905850470882
6,0.00015921796055895783
5,6.917412369876018e-06
0,0.0
18,6.90864569450086e-06
24,8.124400007693166e-05
114,0.018095314323327637
0,0.0
63,0.0002124123212793025
4,1.3465079855550733e-07
0,0.0
9,8.111152505094142e-05
3,6.161400997243028e-07
4,8.910125220229781e-07
5,8.115413439344179e-07
2,0.0
58,0.000187280459065136
3,8.905089976647665e-08
9,0.00013819134296043795
1,0.0
0,1.7896375691752327e-08
0,2.421937396165506e-05
59,0.0004010580902128436
4,4.946851913425688e-06
2,0.0
69,9.34507973254592e-05
0,9.66998303122775e-08
4,5.052423288217344e-07
17,4.614272093991096e-05
0,0.00027926187974924177
0,5.906116392623917e-05
0,0.0
0,0.0
6,3.532281225414217e-07
36,0.0003224999740096464
4,2.9599129625558155e-08
3,1.7419221698717425e-07
0,0.0
1,0.0
3,2.8219657779184887e-08
0,0.0
1,0.0
5,5.307027622992531e-05
38,7.568038434929254e-05
5,1.7715883243839087e-08
14,2.4149965749208566e-07
3,2.412020500184948e-07
182,0.0012637021577198778
6,5.613479914192329e-05
9,4.544853878242764e-06
0,6.391141953362781e-06
22,2.175779552360914e-06
1,0.0
25,3.641563215136486e-05
0,0.0
0,0.0
2,6.030305552198764e-05
5,5.646791749286456e-05
0,0.0
0,6.653665481455408e-06
17,8.656191230815101e-06
5,3.807856760452526e-07
60,0.0008359232372979871
2,1.002382126009256e-08
3,8.601542605983772e-08
71,0.0006151914359735436
2,1.5280945905520556e-07
31,0.000224262315813751
24,3.787373049872713e-05
1,0.0
9,8.477232807471159e-08
20,0.00018676486115389742
11,1.621954881707302e-05
4,1.3684684575059412e-06
175,0.0007575760172731269
3,4.2081117427994484e-08
8,8.458728011712879e-07
2,5.306728902401943e-05
1,0.0
13,8.220980314138946e-07
0,0.0
2,4.3576007304854084e-08
0,0.0
11,5.819987698035535e-05
57,0.0008850754610165463
7,1.3612561560210631e-05
77,0.0011556331198255988
10,6.063904006879638e-06
28,4.789087914220882e-05
61,0.00017569692878308127
3,2.635577031923449e-07
2,0.0
52,0.00046452744765894025
108,0.0010180626267083331
17,8.463945444326981e-05
0,0.0
3,8.24666496099758e-09
0,3.4353772478069487e-06
4,5.463709585126574e-08
8,4.3472605130104737e-07
1,0.0
0,0.0
26,0.00013636752425352536
1,0.0
0,9.769788763665645e-09
1,0.0
3,3.447922084019774e-07
3,1.1868689767639766e-07
4,4.0292106463712106e-08
3,3.515308832061209e-05
0,2.853183467005515e-07
0,4.3316627722421325e-08
62,9.797332316565224e-05
48,0.00025940089807937727
1,0.0
2,8.482163487593133e-09
2,1.1170718557585419e-07
6,3.1111434568681552e-06
1,2.6429909040375222e-05
16,7.214751674299636e-05
0,0.00020271258825838273
8,9.67165461964113e-06
0,0.0
6,6.854081802234894e-07
0,6.446183702047448e-08
1,0.0
0,0.0
2,2.3432224909881105e-07
0,4.075114465596753e-06
0,0.0
36,0.0004475020851597165
1,0.0
0,9.0250491537448e-08
3,0.0
6,2.4021607386021914e-08
0,0.000359217916357243
0,0.0
0,8.465198957924954e-07
0,0.0
0,2.5615873044359825e-06
1,0.0
0,4.2903929265019154e-05
35,2.452581282751095e-05
1,0.0
58,3.835971752576398e-05
12,9.082517676883057e-06
3,2.729971157502006e-07
88,0.00048364142354121256
5,1.845564505494525e-07
0,1.4472974030363106e-05
5,2.0253711954312924e-08
4,3.451513712733005e-07
4,2.5848574706928528e-08
0,0.0
83,0.0006629404092429336
3,3.9766066310231305e-05
66,0.0005626938257558823
3,1.1416612978545818e-06
3,2.9313257006058994e-07
0,1.188122411566714e-08
2,1.1461690244358764e-06
0,0.0
3,5.306728902401943e-05
2,1.8334918573592448e-07
149,0.0023211468562646534
13,6.288039454912026e-06
2,0.0
12,5.6810308944353844e-05
0,3.963487091800231e-06
47,9.714255398063833e-05
0,0.0
28,3.5939236231186573e-06
0,2.33932443522384e-07
0,0.0
19,6.90440204664376e-05
3,5.3179706968378404e-05
6,4.748718405809458e-06
0,0.0
0,0.0001213752192466144
9,4.38581317169381e-06
0,0.0
19,0.0002514453553205424
1,0.0
0,0.00015920186707205829
4,3.967327399937293e-07
17,0.00016749108562294363
1,0.0
0,0.0
9,6.773856400461602e-06
4,1.1827997036325438e-07
3,3.6822009011355075e-09
1,4.521988999306889e-09
82,0.0008284845383956659
0,2.953542479789237e-07
5,3.518440127090697e-08
24,3.761719206836125e-05
39,9.490517660724567e-05
27,6.160258119297261e-05
10,5.037816560566942e-06
26,0.0007234975281857914
39,0.00015474675373765789
63,0.0005229001140565042
11,0.00021426147380476464
3,4.861291200297779e-09
3,2.112451003852134e-08
18,3.479022240080756e-06
4,5.326735528559489e-05
2,6.709718968602523e-06
14,1.1060055166619727e-05
0,0.0
0,2.4731158610815514e-06
8,2.3416375051370558e-07
9,1.6496251327332431e-06
1,0.0
0,0.0
57,0.00023902045342085533
5,1.55562616184067e-06
0,0.0
27,9.572075456122062e-05
2,1.0940218210107088e-07
3,2.7107745185033105e-05
3,5.16058642245021e-07
15,2.8643388660209312e-05
1,0.0
2,8.89364863497586e-08
4,7.392013652953317e-07
3,0.00011946794926728214
2,0.0
0,1.294064297562331e-08
45,0.00023040548200394743
2,3.62520531631632e-07
18,0.0005289942806508645
2,0.0
0,0.0
3,7.430106441717682e-08
2,3.067479965123429e-08
36,0.00013132301186712496
0,0.0
1,0.0
5,6.370446725806609e-05
1,0.0
4,2.295465968038985e-05
0,2.563637150918813e-09
0,0.0
16,0.0001540231916477839
0,2.505223830794777e-07
1,0.0
0,1.7585233262318677e-07
42,0.00017435211317696857
4,0.0
20,8.204120388004624e-05
1,0.0
23,0.00015594340751625042
1,0.0
0,6.232944447265614e-10
4,0.0
159,0.0007770223468060843
1,0.0
13,4.2647489775026776e-05
3,2.2712323266296417e-07
1,6.055233383540624e-08
8,2.4392533360229003e-07
73,3.842570156882339e-05
22,6.5124135298344324e-06
4,6.156622448910408e-05
4,6.213570637344902e-08
7,2.4805724069889017e-06
10,2.872261998309752e-07
0,4.5554543832920157e-07
9,6.502641699499853e-05
27,9.215418304547339e-05
25,1.983766144932235e-05
0,0.0
65,0.00021053947235352894
9,1.6457756466376105e-07
0,0.0
26,1.0551023806543086e-05
16,1.1753799636674502e-05
0,0.0
2,5.306728902401943e-05
36,2.2269847474331752e-05
48,0.0012741663572117346
1,0.0
0,0.0
0,0.0
37,0.00010742784194279421
0,3.0614760601237115e-06
18,0.00012040650036742868
10,6.350061543673859e-06
7,2.6292180834827345e-06
0,0.0
5,6.44078397458691e-05
42,0.00027073379809465037
1,0.0
0,1.8842435747609458e-07
9,5.679424832110696e-07
0,0.0
1,0.0
0,0.0
0,1.2571033076066056e-05
0,1.5487314248293226e-07
1,0.0
29,0.00039986871959241956
0,0.0
1,0.0
61,0.0002825678869591376
26,0.00013406411100530535
1,0.0
28,0.0002580278967200583
1,0.0
3,4.4912163347769983e-07
3,2.2987302441559635e-06
4,4.386748403649488e-07
8,1.5110307551031954e-06
7,3.0464281045435733e-06
0,0.0
42,0.0001591663039800906
18,7.50005929206233e-06
87,0.0002190078349675065
50,0.00012130189083972514
7,2.0937320367805977e-06
1,0.0
38,0.00034971343145846924
36,0.00034015825905084915
3,0.0
2,4.6571980365422553e-07
12,2.6917041436865295e-05
0,8.693095864825912e-07
28,0.00032136037693463734
110,0.0012491965076325963
13,2.1893704111724348e-05
0,1.5766838008764423e-07
0,0.0001327373057308818
1,0.0
7,6.618363272787734e-08
93,0.0005355575596936887
2,3.5378192682679623e-09
4,0.00010613759152271371
0,0.0
0,1.6348517875545111e-09
2,5.306728902401943e-05
0,1.5423780843271707e-06
18,0.0007911725697960588
0,0.0
1,0.0
1,0.0
0,0.0
0,5.254991277022761e-05
1,0.0
4,3.6777924092790186e-06
33,0.0001010725495554368
0,1.0859748876713964e-05
14,5.705528182563979e-06
0,0.0
3,5.429220220000889e-05
4,1.5776878817781907e-07
1,0.0
42,0.0010258623801622374
4,6.08206491134476e-07
0,0.0
0,0.0
12,0.00011406859007643158
11,3.3799810862059394e-07
123,0.001347207502912377
74,0.0001468849937286016
0,0.0
0,6.353790598236558e-08
0,0.0
0,5.06936139226468e-05
28,0.0002423273407269135
188,0.002279427356153298
0,9.939396045678068e-09
0,4.446697971315149e-09
4,7.704962563995503e-05
0,3.9163434824872854e-07
0,0.0
0,0.0
2,9.28125510112731e-09
0,1.5619796569909008e-06
48,0.000472740002080493
0,0.0
91,0.000854609223371709
0,0.0
3,1.404628645554841e-07
0,2.0834117116456422e-07
0,0.0
4,1.7907192842304202e-06
4,2.44415938353198e-07
1,0.0
4,8.647140538668815e-07
10,0.00011428646154399344
9,9.18807921101521e-06
1,0.0
189,0.001911558228340454
0,4.3763527877274954e-08
38,0.00020934355660267177
0,0.0
0,0.0
133,0.0038688054836131963
2,0.0
0,0.0
28,0.0002352654406191763
0,0.0
0,0.0
4,1.5522637703322668e-05
0,1.1620769438518477e-08
39,0.00046156212424695094
5,1.31617193736801e-07
25,0.00011035220252631105
6,8.111273579054036e-06
47,0.0003095646974767489
3,8.964683058987228e-08
5,5.3925893500383445e-05
1,0.004096465647982354
193,0.0019953037997662297
5,1.3682491045525115e-07
0,0.0
3,5.308099511240287e-05
2,5.89636544711327e-08
5,6.8689687224019904e-06
47,0.00023094668308867007
11,1.8238631563826316e-05
2,1.0597307920991137e-08
1,0.0
5,0.0002641471143741884
39,2.5575986251148425e-05
4,6.00315850757437e-09
0,1.3066512004664197e-06
7,0.00010881589363154912
2,1.612182667338823e-05
21,0.0002783651977829471
0,0.0
0,5.022194550479528e-06
206,0.01698576380125817
1,0.0
41,0.00011271918621372219
3,6.42106507276755e-07
0,9.863794349747782e-08
9,1.8317976401246471e-06
0,2.7513811988487893e-07
1,0.0
21,0.00010669961255138385
0,2.2800548497810475e-07
26,2.4208127936437766e-05
0,0.0
11,2.010709962400955e-05
41,0.00012109147900188558
10,1.3153969085229617e-06
1,0.0
0,0.0
22,0.0002243927033565109
0,0.0010352538478315657
2,7.692221594314962e-08
3,1.224397843972091e-08
7,2.8009681251862792e-05
0,9.999489169779428e-10
5,2.4149965081506327e-05
4,4.1395165052392764e-08
2,1.0143423797724247e-06
39,6.944264430535633e-05
11,5.333312033556912e-06
52,0.0003322594424329311
4,2.523267203582641e-08
14,0.0001335927835884529
0,2.2430086278380347e-07
0,2.098530152173207e-06
0,0.0
4,1.1577620066706004e-06
4,8.358548571993068e-07
8,1.4003791374434502e-05
74,0.0011283650715986726
0,0.0007107117687496447
0,0.0
1,0.0
0,0.0
0,0.0
0,0.0
3,3.378324287642607e-06
10,9.56441327080032e-07
6,1.1844002904500314e-06
0,0.0
19,0.0002536630971633545
10,1.846583951180643e-05
21,2.554998068116135e-05
32,0.0008628454067839499
22,1.5838051898074437e-05
38,0.00039343368652815426
8,6.047027806142235e-05
0,0.00010807243041351373
4,7.253384045253603e-08
0,0.0002537171911093782
66,0.00374702309571034
8,3.316287470120322e-05
0,3.8021892873690044e-05
0,1.52552245443558e-06
3,2.1834940113961802e-07
69,0.00038624332824824167
0,5.094396273196969e-06
0,0.0
6,1.3254406818867312e-06
10,2.026334313595327e-06
9,1.5148224628017286e-06
5,1.4221342902142616e-06
1,0.0
0,8.892159490898243e-05
7,7.476156845991689e-05
3,1.0534949419166018e-05
0,6.400649279937305e-06
4,2.327108363004303e-06
13,6.252661788729639e-06
16,1.321095721440556e-05
27,9.115809103767254e-05
40,9.214853233403338e-05
9,5.075248915545179e-06
34,6.115523520210185e-05
143,0.0005678718585793418
0,2.0337855675332658e-07
51,0.0003464621971744748
2,3.502896864503409e-07
1,0.0
24,0.0005474201480230568
6,3.3868292469723345e-07
0,0.0
12,9.523396497171442e-07
28,0.0002498056133450418
1,0.0
0,0.0
3,2.7093140405743296e-06
7,3.0958910770630765e-05
203,0.02115738253840801
75,2.776529700538064e-05
32,5.582289243773362e-05
1,0.0
207,0.0018993431333312084
1,0.0
1,0.0
9,6.621252123806636e-06
0,0.0
0,4.258710063191859e-08
0,0.0
5,5.658942094297379e-07
0,1.6695539340971396e-07
8,3.07209613011333e-07
13,7.657336338649555e-05
24,0.00021352542276188174
141,0.0008652408410450838
7,8.640575803805859e-07
13,5.667177088695562e-05
0,0.0
35,0.00011577983371264131
13,6.637636870115397e-05
26,5.691797817085206e-05
0,1.9622359109862973e-07
3,5.0387198074714636e-08
15,3.633734748770699e-05
5,2.3940445678477005e-07
0,0.0
1,0.0
0,4.5293672462309115e-06
10,2.5278918709447783e-07
160,0.000459193430355794
14,1.3218376932193995e-05
4,9.511804760451151e-08
1,0.0
0,0.0
1,0.0
0,1.474394574010939e-06
216,0.0017654993757584287
10,1.7424743165421324e-05
1,5.9528657619998824e-05
0,1.6249716609861572e-05
0,0.0
5,5.351039587799509e-05
0,0.0
3,4.255768027799162e-07
1,0.0
30,3.012448268840476e-05
4,1.0083988525484776e-06
0,5.4022629042357144e-08
0,0.0
1,0.0
0,0.0
0,0.0
1,0.0
22,1.8974069045754477e-05
11,5.546477878971566e-06
1,0.0
19,1.4911982562404684e-05
52,0.00015157696590167573
2,1.1088366986155031e-05
6,4.982394433176319e-07
0,0.0
15,0.000219383969191711
3,2.9400160124110493e-09
0,0.0
7,3.221420305830242e-06
0,1.5790358920819938e-05
9,8.921187127882632e-05
0,7.711958671046708e-08
29,0.00018307138428473225
78,0.00024086714479621543
171,0.0015109794440931116
0,0.0
19,0.00022622981486747972
0,8.069279138274844e-08
126,0.0010237299615970677
6,2.2730315368599142e-07
198,0.0022737525390423238
1,0.0
9,5.7999421568969666e-05
0,4.935926698511696e-06
0,1.039949122050977e-06
5,1.659227360543139e-07
3,2.9328579714800856e-08
7,5.011000351963977e-06
0,6.3732707056114895e-09
16,5.5001668697689436e-05
4,0.00753775641604101
0,0.0
0,0.0
0,8.844548170669906e-08
2,5.306728902401943e-05
0,2.4063262899452537e-06
187,0.0004608499636917366
7,2.9061855498432316e-07
52,5.022315570356657e-05
3,0.00010613457804803886
0,0.0
8,1.5720082909172338e-05
178,0.004730419327051451
2,0.0
0,0.0
1,0.0
5,0.0003943267166833274
1,0.0
0,0.0
4,1.1774389693062278e-06
1,0.0
10,4.584489919350663e-05
5,1.8353394371514974e-06
2,6.137516240854417e-08
28,1.193877185480115e-05
2,0.0
52,0.0002993395507118784
0,4.996919870434974e-09
6,7.616352700451935e-07
76,0.0006271859663619498
37,0.0013302289416514477
3,5.3753488747238624e-08
14,5.947887295760459e-05
2,8.133266316809536e-08
18,1.9659653415752633e-05
1,0.0
19,3.5322455492946516e-06
22,2.3701024619156562e-05
162,0.0019673333467611852
22,6.178811894724203e-05
11,0.00013570040403451038
37,0.0003311434589018973
3,1.416240411304316e-08
0,9.11387245397583e-05
30,0.00018454925345379267
21,7.26760214124494e-06
5,1.7141287753410687e-06
3,5.309386402251305e-05
0,0.0
44,2.765657595789715e-05
0,0.0
104,0.0008473814600671658
14,5.764531725121763e-06
59,0.000484333661152917
40,0.00032368575183155035
2,0.0
0,0.0
5,5.351932057076235e-05
7,4.0725233256405617e-07
3,0.0
0,0.0
2,1.364463684039757e-08
18,0.00010922231212375157
5,1.3565755229241197e-05
108,0.0006786109030866845
7,1.7449992025809177e-07
53,0.004138389572738336
0,3.191566421266081e-08
48,0.00021898748859537588
47,0.00047179729688631955
0,0.0
7,4.7246025070450074e-06
40,2.1558730643180248e-05
3,4.38761428893556e-08
12,5.139007989938125e-07
1,0.0
0,0.0
0,0.0
5,5.1602875936770815e-06
15,5.34505633435969e-05
1,0.0
0,1.3648447706995948e-09
0,0.0
7,5.30796988773155e-05
0,0.0
6,2.26492559927718e-08
3,7.87472210164217e-09
12,5.627189394825004e-05
1,0.0
50,0.00023400881803655255
5,4.899085326015048e-06
2,8.744737541843466e-07
7,7.342661835843328e-06
7,7.00240407770826e-06
4,0.00011296551764870956
0,7.923315630098062e-07
1,0.0
42,8.620121333086899e-05
0,1.064508413091026e-06
18,2.5914899760222233e-06
0,4.899203520345562e-09
0,3.1035326450422056e-07
1,0.0
4,0.0
20,3.0389452511751597e-05
0,7.985765182855349e-09
8,1.18731926602737e-07
2,2.547106372850864e-08
3,1.089668067288769e-05
0,1.5791873743320704e-06
0,0.0
4,2.2171025720780743e-08
16,1.0554423267692903e-05
11,5.5752161401672874e-05
160,0.005435859195273417
7,2.6944704343293727e-07
0,9.40483629007886e-08
0,0.0
5,6.937128685009834e-07
0,3.344459934939071e-08
3,2.479620182729636e-07
0,5.486306542949731e-06
3,1.9215978870600823e-07
17,1.5540825698027882e-05
6,5.782279123986066e-05
0,0.0
17,5.043939141424427e-06
2,5.306728902401943e-05
4,5.334024214236402e-05
3,1.6030147801058886e-06
0,0.0
0,0.0
0,0.0
3,4.1259721832342524e-06
0,2.1745272487392007e-08
0,0.0
8,1.4255998098878143e-07
14,1.475526138443177e-05
0,4.589328082426528e-07
0,0.0
4,6.78156626960914e-08
26,8.284846291253238e-05
221,0.0033778741360195584
25,0.0001649903407606241
145,0.0005259990300634437
9,6.60477868282307e-05
4,1.3086895242508885e-07
0,0.0
12,3.046047912143372e-06
11,3.3411668868395065e-06
3,3.0943576068898454e-08
4,8.598933018901214e-07
1,0.0
0,5.097722288570551e-10
64,0.00022952328812904892
13,3.3233072000455796e-06
0,0.0
4,5.085242514794139e-07
14,0.008543991072822507
12,0.00018115771342593217
0,2.4336463302034772e-08
2,3.224470076077995e-07
10,0.00010685341887832196
189,0.0008532899372900883
0,0.0
7,1.2058974412818378e-06
29,1.121528384365931e-05
33,1.1467870597148828e-05
10,5.570918734278107e-07
7,2.1272668909843835e-06
19,0.00018743213696462334
8,4.8183961258443425e-06
35,0.0001650350054969573
32,0.00037516560460770706
177,0.0026336941366361753
3,6.492767259598563e-05
32,0.00027815775215493405
0,2.4447466795469486e-08
4,2.1980487004297669e-07
1,0.0
77,3.6896896993383433e-05
110,0.0001608750072336229
0,0.0
0,2.699272466678608e-07
3,5.3116425402745376e-05
35,2.492856711211507e-05
7,2.1358276557021276e-06
0,8.973587731307209e-05
186,0.005633518425446622
0,5.231565952309646e-08
2,0.0
96,0.0006544856777414847
0,0.0
14,0.00022986865482023527
129,0.0017724962461702779
0,0.0020955081171189593
2,9.010840363666532e-09
1,0.0
1,0.0
2,1.6307535886156192e-07
0,1.48903145949021e-05
93,0.0014882296017083387
13,9.298982471748804e-06
5,6.001996994223907e-05
6,2.3909924805970306e-06
21,8.189684613075478e-06
1,0.0
48,0.0003234839250571127
16,6.66702083813976e-05
0,2.3792830148466782e-05
7,0.0001073808637692232
1,0.0
5,1.642709580151272e-06
1,0.0
9,9.240143014205347e-07
0,0.0
3,6.883073232042728e-06
13,0.000132166494003678
0,0.0
0,0.0
0,0.0
46,0.0010236492520344304
0,1.425412219818189e-05
1,0.0
0,0.0
0,0.0
0,0.0
0,2.1824644261940055e-09
19,6.510677556438661e-05
0,1.704296754039116e-06
3,8.312749401378413e-07
2,8.91137789280939e-09
1,0.0
0,0.0
0,1.6030576691768325e-05
11,2.164840710202775e-05
52,0.00010488753738347523
41,2.762887195694938e-05
0,1.6117537064136685e-05
46,0.0003206507265903463
26,0.0003289822175539888
20,6.724139849733209e-05
5,1.2850585964639603e-07
3,0.0
1,0.0
1,0.0
2,1.7241834168725397e-07
17,7.806270956075585e-05
13,5.0634565666247386e-06
3,3.056881221685042e-07
3,1.2135536768144444e-07
0,0.0
1,1.9852842397481982e-07
3,2.6491110022856407e-08
0,0.0
37,0.0004439423828021457
15,3.721372266431703e-05
27,7.362312921551681e-05
3,2.576768655311886e-06
0,0.0
0,0.0
2,8.037068292458008e-08
12,2.890538783972004e-05
7,4.114990775043693e-06
0,0.0
4,1.181993695569892e-05
0,0.0
0,3.692921991928979e-09
0,7.30843860173857e-07
30,0.00038460554901840533
34,2.1582772536319324e-05
0,6.921581940474665e-08
2,1.9654551490377566e-09
1,0.0
13,4.880470647004174e-06
0,4.077279839064069e-08
0,4.821899329588418e-08
71,0.00048560288116904356
11,5.751011229981687e-06
3,1.0394582601160128e-06
1,0.0
1,0.0
2,3.956661042174698e-08
0,0.0
4,3.851755617827118e-07
0,0.0
3,9.95892876476025e-07
3,3.28160971057906e-08
0,6.856201175450889e-07
26,0.00021719370562533092
