100000213	151029385	1
100000213	44148094	2
1000061496	1345033794529714178	1
1000117978220908544	1248341835770200064	1
1000119041460236288	1127307619390111745	1
1000119041460236288	1177798368	1
1000119041460236288	461937617	1
1000119041460236288	951246650	1
1000138698032320512	1345033794529714178	2
1000138698032320512	16476536	1
1000138698032320512	2322947462	1
1000138698032320512	419682441	1
1000138698032320512	436534155	1
1000138698032320512	513144334	1
1000138698032320512	807581581	1
1000144495499993088	857865903295344640	1
1000274080153718784	493854798	1
1000284163	276698656	1
1000284163	714032407	1
1000317689498341376	2297794564	1
1000346763360919552	1052857951969525760	1
1000346763360919552	1216857073	1
1000346763360919552	1240690942904066049	1
1000346763360919552	1325373512	1
1000346763360919552	402302715	1
1000346763360919552	49954018	1
1000346763360919552	61877999	1
1000346763360919552	865073894	1
1000365809204711424	1446432167513542673	1
1000365809204711424	898531222653206529	1
1000426904191750144	1335550642362912768	1
1000426904191750144	1359959343345655810	1
1000426904191750144	1392726045082767360	1
1000426904191750144	2303836510	1
1000438580995678208	3305514245	1
1000632484755800064	1242851976368578561	1
1000632484755800064	24152905	1
1000632484755800064	827344747	1
1000632484755800064	987756923129876481	1
1000832884771577856	1468627031974113280	1
1000832884771577856	496477841	1
1000835549870075904	138736601	1
1000835549870075904	429255979	1
1000837419426566144	1335550642362912768	1
1000843531286609920	1272821807658172418	1
1000857460926709760	151029385	1
1000857460926709760	454875570	1
1000859842179977216	1197556268132716546	1
1000859842179977216	1362017284991164420	1
1000861194037743616	1332750025	1
1000872195227340800	1047429818004983808	1
1000872195227340800	1203754300998115328	1
1000872195227340800	1321146666603393026	1
1000872195227340800	324254835	1
1000872195227340800	4884300231	1
1000872195227340800	497995758	1
1000872195227340800	714032407	1
1000872195227340800	766333323966906369	1
1000872581258498048	1359959343345655810	1
1000872581258498048	1403751908125331456	1
1000872581258498048	628527048	2
1000959834	104170025	1
1000959834	849274159	1
1000973052535017472	1392726045082767360	2
1000982944251629568	1004821348730929152	1
1000982944251629568	1043108743112806400	1
1000982944251629568	413935857	1
1000982944251629568	419441999	2
1000982944251629568	51759517	1
1000982944251629568	849274159	1
1001006498082934784	1034060342073143296	1
1001006498082934784	1129079066672472064	1
1001006498082934784	1325373512	1
1001006498082934784	191490413	1
1001006498082934784	2416067982	1
1001006498082934784	276698656	1
1001006498082934784	2842400818	1
1001006498082934784	333410580	1
1001006498082934784	372273460	1
1001006498082934784	61877999	1
1001006498082934784	73971750	2
1001006498082934784	987756923129876481	1
1001037676454309888	566428916	1
1001037676454309888	818878672862121985	1
1001039446555480064	331617619	1
1001057886322216960	2834438055	1
1001057886322216960	483807769	1
1001073386796306432	26319569	1
1001095436877402112	429255979	1
1001095436877402112	462352779	1
1001104042376998912	1029835602097831937	4
1001104042376998912	1439560349867462656	1
1001104042376998912	3431179509	1
1001104042376998912	461067562	2
1001104042376998912	4774998749	1
1001104042376998912	577979124	1
1001115483620433920	47373547	1
1001125794901569536	461937617	1
1001125794901569536	951246650	1
